,Unnamed: 0,bin_serial,Latitudine,Longitudine,counts,Cluster_labels,Silhouette
0,2598,4318007846,45.51547139894928,9.204896912537038,1,8,0.4725575403711377
1,2183,4118007165,45.48954162548493,9.20110833795593,4,4,0.3617075699605201
2,1788,4118006530,45.49139462646265,9.205084178534893,4,4,0.26324519641888144
3,3077,5018009813,45.50346260172154,9.246132765610467,4,7,0.45812361416147535
4,2747,4318008055,45.48257271131956,9.191300931599473,5,6,0.017624347480528994
5,2959,5018009571,45.491168940355074,9.22612242585808,6,9,0.04853610106066057
6,1025,1419015690,45.50939685045845,9.267616573839176,6,7,0.4500909711463439
7,1101,3718005496,45.47742841657715,9.205091074832694,6,17,0.14383573792876728
8,1293,3718005795,45.486161095089024,9.215013481443409,8,5,-0.05205862627845082
9,2749,4318008059,45.49473348865012,9.1993772328492,10,1,0.5260072054519397
10,431,219011891,45.475312509879295,9.218047556150054,10,14,0.4442577155637692
11,2498,4318007727,45.51241296095049,9.22473896206634,12,16,0.66985738038894
12,2663,4318007951,45.51654321810607,9.205971993231287,13,8,0.5440187339797992
13,2036,4118007000,45.51476459261757,9.205109709436442,14,8,0.48131115092026355
14,2314,4318007500,45.490241983602345,9.222250678752744,14,11,0.48591454773500486
15,1907,4118006719,45.48416745066899,9.200344110157516,18,4,0.1841127377989634
16,265,219011716,45.47790497272714,9.210802512301145,20,15,0.5797903949567172
17,2629,4318007890,45.507459000000004,9.185115,20,3,0.1628619488444327
18,1153,3718005560,45.518199107966346,9.224902702601185,24,16,0.5728556220962171
19,2239,4318007407,45.501167790263345,9.195992535146273,26,3,0.18816823445009886
20,480,519011942,45.47701082661985,9.216852982457569,27,14,0.08291567786444193
21,2882,5018009384,45.48203867282654,9.247303785142776,29,13,0.5836670454213
22,2402,4318007608,45.48637855494542,9.218234387006873,30,11,0.26184974371943837
23,1899,4118006700,45.4841672,9.1955812,31,2,0.39149919066328237
24,1822,4118006579,45.4957343614367,9.191996015860813,32,1,0.36988103344860107
25,423,219011883,45.47076241570392,9.208532695894178,34,17,0.44593451969283876
26,1729,4118006451,45.5066592,9.1975117,34,3,0.5122341011746119
27,1615,3718006279,45.46998347938077,9.21598463553903,35,14,0.45536965117184613
28,2762,4318008079,45.49228651379215,9.192962403247293,38,1,0.26993772886471445
29,94,219010953,45.51232774509928,9.24152280416456,39,7,0.3674250488316619
30,371,219011826,45.47477429999999,9.2105629,40,17,-0.08121546235733726
31,1454,3718006057,45.48982698418544,9.20075300971439,42,4,0.284812847432164
32,2055,4118007022,45.488774316790675,9.190992552219997,44,6,0.35775395431263046
33,38,119010885,45.506418599999996,9.2371724,46,7,0.0801895376937503
34,463,219011925,45.4748099,9.2210424,47,14,0.36836603674574603
35,1979,4118006925,45.48640212668874,9.244632555779276,47,13,0.4953904337324824
36,2617,4318007870,45.48372539450371,9.187072843245687,48,6,0.5047456454623398
37,1357,3718005917,45.47146002699211,9.213322808359068,50,14,0.07442364326472757
38,2037,4118007001,45.489746132686605,9.201435142221273,51,4,0.36167625213064686
39,2308,4318007493,45.46915577282735,9.208560553956543,52,17,0.4553223797845653
40,992,1419015268,45.477701813452384,9.225791262520488,53,18,0.5967153572613212
41,2484,4318007707,45.474368278232184,9.234338967171198,53,18,0.283634762198524
42,1519,3718006166,45.48536305029974,9.208912896456807,53,5,0.16665504011077453
43,2729,4318008024,45.5177447217365,9.193722567631882,55,0,0.5539734671836716
44,951,1419015172,45.4778731887885,9.224438312494952,55,18,0.4903722400394999
45,2326,4318007513,45.47423402159746,9.229737601253989,56,18,0.4833800951819222
46,2668,4318007957,45.51737773648836,9.193806584942195,56,0,0.5433233591577212
47,1819,4118006575,45.510637700000004,9.191659800000002,57,0,-0.06948086309122327
48,1608,3718006272,45.49140519813714,9.18392911759588,58,6,0.4548382512329484
49,2131,4118007106,45.49526007920897,9.183192105351507,59,6,0.2724268194149464
50,3113,5018010095,45.4802052,9.2266642,60,18,0.5653899599622079
